_id,label
10505,010000000000000000
10508,000001000000010000
10509,000000000001010000
10516,001001000000000000
10523,000001000000000100
10541,000000000000100000
10553,000001000000000000
10558,000001000000000000
10564,000001000000000000
10565,110000000000000000
10642,000000001000000000
10658,010000000000001000
10661,010001000000001000
10685,000001000001010000
10690,110000000001011000
10694,000001000000000000
10700,000001000000000000
10724,000001000000000000
10725,000000001000000000
10726,011000000000010000
10731,000001000000000000
10733,110001000000011000
10734,010001000000011000
10735,110001000011111000
10737,110001001000101100
10738,010001000000001100
10739,010000001011011100
10741,010001001000111000
10742,000000000000000100
10743,000000000000010000
10744,010000000001011000
10746,010000000000011000
10747,000001000000000000
10749,000001000010010000
10751,000001000000000000
10754,000001000000010000
10757,010001000001011110
10758,010000000000011100
10760,000001000000000000
10761,010001001001111000
10764,010000000000011000
10765,110001001010001000
10770,000000000000011000
10771,010000000000001000
10773,010001000000011100
10776,010000000000011100
10777,110000000001011000
10778,000001000000000000
10779,110001001000101000
10781,000000000000010000
10782,000000000001010000
10783,000000001000000100
10784,000000001010000000
10786,000001000000000000
10787,000000000001000000
10788,000001000000011000
10789,000000000000000100
10790,000001000000010000
10791,010001000000001000
10794,110000000001011110
10795,110001001000011000
10796,000001000000010000
10797,000001000001010010
10798,000001000010010000
10799,001001000000010100
10800,000001000000010000
10801,000001000000010000
10802,000001000000010000
10804,000001000010010000
10805,000001000000010000
10808,000001001000000000
10809,010001000000001000
10811,110001000000001000
10812,001001100000010100
10813,000000000000010000
10814,010001000011011100
10816,000001000010010000
10817,000000000001010000
10818,010001000011011100
10822,110001000000001010
10823,000001000010010000
10824,000001000000000100
10826,000000001000000000
10827,000001000000000000
10828,000000000011000000
10830,000000000000010000
10831,010001000011011100
10832,110000001000011000
10833,000000000001010100
10835,010000000000010000
10837,010001000000001000
10838,110001001010101010
10840,000001000010010000
10842,000001000010010000
10844,000000000001010000
10846,110001001000111000
10847,010001000001011000
10849,000000000000010000
10850,100001000000011100
10851,000001000000000000
10852,000000000000010100
10853,000000000000010100
10854,000001000010000000
10855,110001001000011000
10856,000001000000000000
10857,000001000010010000
10858,000000000001010000
10859,000001000000000000
10860,010001000000011110
10863,000000000000000100
10865,000000000001010000
10866,010000001001011010
10867,010001000000011000
10868,000001000000000000
10869,000001000000000100
10870,000001000000010000
10871,000000000001010000
10872,000001000011010000
10873,100001000000000100
10874,000000000011010000
10876,010001000000000001
10877,000000000000011000
10881,000000000001010110
10882,000001000000010000
10884,000001000000000000
10886,010001000001011110
10889,010000000000001100
10890,000000000000000100
10891,110001001000101100
10892,010000000000001000
10893,000000001000010000
10895,010001000000011000
10896,010000000010001000
10897,000000000000010000
10898,010001000000000000
10899,010000000000011000
10903,000001000000000100
10904,010001000001010000
10907,000001000000010000
10908,110001000000000100
10909,010000000000001110
10911,000000000000000100
10912,010000000000011001
10914,000001000000010000
10915,010000000000011100
10916,000001000000010000
10918,000001000000010000
10919,000001000000000000
10922,000001000000010000
10923,000001000000000000
10924,000000000000010000
10926,010001000000000000
10927,010001000000001000
10930,000000001010000000
10931,000000000000000100
10932,000001000000010000
10933,000001000000010000
10935,000001000000010000
10937,010001000011000000
10938,010001000000001100
10939,010001010000011100
10940,000000000000000100
10941,000000000001000000
10943,000000000001000000
10944,000000000000000100
10945,010000000000011000
10947,010000000000001000
10949,000001000010010000
10950,010001000000001100
10951,000001000000010000
10953,000001100000010010
10955,110000000001011000
10956,000001000010010000
10957,110000000001011100
10958,000000001001010000
10959,000001000000010000
10960,010001000000001000
10961,000001000000000100
10962,010000000001001100
10963,000001000000010000
10964,000000000001010000
10968,000001000000000000
10969,000001000000010000
10970,000001000000010000
10971,000001000000000000
10972,000000001000000000
10974,000001000000010000
10975,001001000001000000
10976,000000000000010100
10978,000000001000000000
10981,000001001010010000
10982,000001000000010010
10983,000001000000010000
10984,000001000010010000
10985,010001001001001000
10986,010001000000001000
10988,000000001010010000
10989,010000001010011100
10990,000001000000010000
10994,010001001000111100
10995,000001000001010100
10996,000001000000010000
10998,000000000001010000
10999,000001000001010100
11001,110001101000101001
11004,000000000000000100
11006,100001000000000100
11009,010000000011011000
11010,010000000000011100
11012,110000000000011001
11015,110000000001011010
11016,000001000000010000
11017,000000001000000000
11019,010000000000100100
11020,110001000000001100
11022,000000000000010100
11024,010001000000011000
11025,010001000000011000
11026,010000000000011100
11027,000000100000000100
11029,000001000000010000
11030,110000000000011000
11031,010001000000000100
11032,000001000010010000
11035,010000000011011000
11037,010000000000011000
11038,000001000000010000
11039,010001001000111100
11040,000001000000000000
11041,010001000001001000
11042,000001000000000100
11044,010000000001001000
11046,000000000001010100
11047,000000000001010000
11048,000000000000000100
11050,000000000001000000
11051,110000000001011000
11052,000001001000100100
11054,000000000000010000
11055,000001000001010010
11056,000000000001000000
11060,000000000001010000
11061,010001000000011000
11063,000000000000000100
11064,010001001001111100
11065,000001000010010000
11066,000001000010010000
11067,010001000000000000
11070,010001000000001100
11071,000000001000000000
11072,000001000000010000
11073,010000000001011000
11074,110000001000011000
11075,000000000011010000
11076,010001000001011100
11077,000001100000000000
11079,010000000001111100
11080,000000000000010100
11081,000000001001010000
11082,000000000000010000
11083,010001000000001100
11084,110000000001001100
11087,000001000000000000
11090,110000000000001000
11091,001001100001010000
11094,010010000000011000
11098,000001000000010000
11099,000000000000010000
11100,000001000000010000
11101,100000000000010000
11103,010000000000001000
11105,000000000001000000
11106,000001000010000000
11107,000001000000010000
11108,010001001000011001
11109,000000001001010000
11110,000001000000010000
11112,010001001000001000
11113,000001000010010000
11114,010001000001011000
11115,000001000000010000
11116,000001000000010000
11117,000000001010000000
11118,000001000000010000
11120,000000001001000000
11123,000001000000000000
11124,000000000000000100
11125,010001000000010000
11126,110000001000011000
11127,001000001000010000
11128,000000000000010000
11129,000000000000010000
11131,010000000000111100
11132,000000000000010000
11133,000001000000000100
11134,010001000000101000
11135,000000000000010000
11138,000000000001010000
11139,000001000010010000
11140,000001000000000100
11143,100001000000000000
11144,000000000011000110
11145,010000000000001100
11146,010001000011011100
11149,000001000010010000
11151,000001000010010000
11152,000000000000010000
11153,000000001010010000
11154,000001000001010100
11155,000000010001010100
11156,000001000000000000
11157,000001000000000000
11159,010000000000001000
11160,110000000000001100
11161,000001000010010000
11162,010000000000001000
11163,000000001000000000
11164,010000000010001000
11167,000001000000000100
11168,010001000011011100
11169,000001000000010100
11170,010000000000011000
11172,000001000010010000
11173,000001000000000000
11174,000001000000000000
11175,010000000000001010
11176,000001000000010000
11177,000000000000010100
11178,000001000010000100
11181,000001000000010100
11182,000000000001010000
11184,000000000001010100
11185,010001001001011000
11186,010001001010001000
11189,010001000000001000
11190,000001000000000100
11191,010001000000011100
11193,010001001001111000
11194,000001000000010000
11197,000001000000010000
11198,000001000000010000
11199,010000000000001000
11202,010001000011011000
11203,010001000000001000
11205,000000000010000000
11208,000000000000010000
11210,010000000000011000
11212,000001000000000100
11213,010001000000001000
11214,000001000011010000
11215,000000000010000000
11216,000001000000000000
11217,000001000000000000
11219,000001000010010000
11220,010001000000001100
11221,000001000000000000
11222,000000000001010000
11223,000000000001000000
11225,010001000010101000
11227,000001000000000000
11228,000001000000010000
11231,000001000000000100
11233,000001000000010000
11234,000000000000010000
11235,000001000000000000
11237,000001000000010000
11238,000001000000010000
11239,000000000010010000
11241,000000000001010010
11242,000001000000010000
11243,000001000000010000
11244,010001000000001000
11245,010000000000011000
11247,010000000000001000
11248,000000000011010000
11249,010001000000001000
11251,000001000000000100
11252,000001000000000000
11254,010001001000001100
11255,010000000000001100
11258,000000000001000000
11261,000001000001010000
11263,000001000000000000
11264,000001000000010000
11265,000000000000010000
11266,000000000000010000
11267,000001001010010100
11268,010001000000001000
11269,000000000001010000
11270,000001000000000000
11272,000000001001010000
11273,110000000000011000
11274,110001000000001000
11275,010000001010011000
11276,000001000000010000
11277,000001000000010000
11278,001001100000010000
11279,010001001000011100
11280,110001001000001100
11281,010001000000001100
11284,000000000010010000
11285,000000001000010100
11286,010001000000101000
11290,000000000000010000
11291,000000000000000100
11292,010001000011011100
11294,000000001000000000
11297,100001000001000100
11298,000001000001010100
11299,000000000001010000
11300,010000000000011000
11301,000001000010010000
11302,000000001000000100
11304,010000000000001000
11307,110000001000011000
11308,000001000000010000
11309,000001000000010000
11310,000001001001010100
11311,000001000000000100
11312,010001001001111000
11313,010000000000011000
11315,000001000000010000
11318,010001001100001000
11319,000000001000000000
11321,000001001010000000
11322,000001000010000000
11323,010000000000011000
11324,110001000000001100
11325,000001000010010000
11326,000001000000010000
11328,000001000000010000
11330,000000000000010100
11331,000000000000010100
11332,000001000000000100
11333,010000001001001000
11334,000000000000010001
11335,000001000000000100
11336,000000000000000100
11337,110001000000011000
11338,010001000000000000
11339,000001000000010000
11341,000000001000101100
11343,010001000011011100
11347,000001000000000000
11349,000001000010010000
11351,010000000000001000
11353,000000000011010110
11354,000001000000000000
11355,110000000001011110
11356,010001000011011100
11357,110001000000001100
11358,000001000010010000
11359,000001000000000000
11361,010000000000001100
11362,000001000010010000
11363,010001001000101000
11365,000000000000000100
11366,000001000000010000
11367,010001000011011100
11370,010001000001000000
11371,000000000000000100
11372,000000000001010100
11373,000000001000100000
11374,000001000010010000
11375,001000000011010000
11376,000001000000000000
11378,010001000000001000
11379,110000000001011110
11380,000001000000010000
11381,000001000000000100
11382,000000000000000100
11384,000000000010010100
11385,000001000000000000
11386,000000000000010000
11387,000001000010010000
11388,000001000000000000
11389,000000000001010000
11391,010001000000001100
11393,010000000000001000
11394,000001000000010000
11395,110000000000001000
11396,110001000000001100
11398,000000000001010100
11399,000001000000010000
11400,000000001000010000
11404,010000000000001100
11405,000000000000010000
11407,010000001000011100
11408,000001000001010100
11409,010000000000001000
11410,010001000000011000
11411,010000000000011100
11412,000001000000000000
11415,000000000000010000
11416,010001001000011000
11417,000001000010010000
11418,010000000000001101
11421,010001000001011100
11422,000000001010000000
11424,000001000000010000
11425,000001000000000100
11428,000001000010010000
11429,000000000000010000
11430,000001000000000000
11431,000001000000010000
11433,010001000100100100
11435,000000000001010100
11439,000000001000010000
11440,110000001000011000
11441,010001000000011100
11443,000001000010010000
11444,000001000010010000
11445,000000000000010000
11447,000001000000000100
11449,000001000000000000
11452,010001000000000000
11453,000001000010010000
11454,000001000010010000
11456,000001000010010000
11457,010001000000000000
11458,000000000000000100
11460,000000000000010000
11462,000001001010000100
11463,000001000000010000
11464,000001000000010000
11466,000000000000010000
11467,010000000000000000
11470,000000001000000000
11471,010000000000001000
11472,000001000010010000
11473,000001000000010000
11474,000001000000000000
11475,110001000000001000
11478,010000001000001100
11480,000001000010010000
11481,010000000000001000
11482,000001000000010000
11483,000001000000010000
11486,000000000000010000
11488,010000000000011000
11490,000000000001010100
11491,000000000000000100
11492,000001000010010000
11493,110000010000010000
11494,000000000000010000
11495,000001000010010000
11496,000001000000010000
11498,000001000000010000
11499,000001001000000100
11500,000000000001000100
11501,000001000001010000
11502,000001000010010000
11503,000001000010010000
11504,000001000000010100
11505,010001000001011100
11509,000001000000000000
11510,000001001010010000
11511,000000000001010100
11512,000001000000010000
11513,000000000010000000
11514,000000000001010000
11515,010000000000001000
11517,000001001010000000
11519,000001000001111000
11522,000000001000000100
11523,010001000000001000
11525,010000000000001000
11527,110000000001011000
11531,010000000000000100
11533,010000000000001000
11534,000001000000000000
11535,010001000001011100
11536,000001000010010000
11537,010000000000011000
11538,000001000010010000
11539,010000001000011000
11541,011001000000011000
11542,000001000010010000
11543,010001001001111000
11544,000001000000000000
11546,000001000010010000
11547,000000000000010100
11549,000000000000010000
11550,000001000000000000
11551,000000000001010000
11552,000000000000010000
11553,010000000011011000
11554,000001000000010000
11556,000001001000010000
11557,010000000001011000
11561,010001000000001000
11563,000001000000010000
11564,000000000000010000
11565,000001000000000000
11566,000001000000010000
11568,000000000000010100
11570,010001000000001000
11571,010001000000000000
11572,000000000000000100
11573,000001000000010100
11574,000001000010000000
11577,000000001000010000
11578,000001000000010000
11579,000000000000010000
11581,010000000000001100
11582,110001000000001100
11583,000001000000010000
11585,000001000000010000
11586,010000000000011000
11587,000000000001010000
11588,100001000000001000
11589,000000000000010100
11591,000000001000000000
11592,010000000011011000
11594,000001000000000100
11597,010001000001001100
11598,000001000010010000
11599,000001000000010000
11600,000001000010010000
11603,010001000000011100
11604,010001000000000000
11606,000001000000000000
11607,010001000000001101
11609,000001000000010000
11610,010001001000111100
11612,000001000000000100
11613,000001000000010000
11614,000000000000010000
11617,010000000000001000
11618,000000000000010000
11619,000001000010010000
11620,000000000000000100
11621,000000000000000100
11622,000001000000000000
11624,000000001000000000
11625,000001000000010000
11626,010000000000001100
11627,010000000000011100
11630,000001000000010000
11632,000001000000000000
11633,000000000001010010
11635,000001000010010000
11637,010000000000011000
11638,000001000000010000
11639,000001000000010000
11640,000001000000000000
11641,000001000000010000
11642,001000000000000000
11645,000001000000000000
11646,000001000010010000
11647,100000000001010000
11648,000001000010010000
11650,100001001000000100
11651,000000001000000000
11652,000000000000000100
11653,010000000000001100
11655,000001000010010000
11659,100000001001011110
11660,000001000000010000
11662,010001000000001100
11663,000001000000000000
11665,100001000000010110
11666,000001000000010000
11667,000001000000010000
11669,000000000000010000
11670,010000000000001100
11671,010001000001011100
11672,000001000000010010
11673,010001000000001000
11674,000000000000010000
11676,010000001011011000
11677,010001000011011100
11678,000000001000000000
11679,000001000010010000
11680,000001000000000100
11681,110000001000101100
11682,000001000010010000
11684,000000000001010100
11685,000001000000010100
11686,010001000000001000
11690,000001000000000000
11692,000001000010010000
11693,000001000000010000
11694,010000000000011000
11695,000000000000010000
11696,000000000000010000
11697,000001000000000000
11699,010000000000001100
11700,100000000000000100
11702,000001000000010000
11703,000001000010010000
11704,000000000000001000
11705,010001000000011100
11707,000001000010010000
11708,000001000000011000
11709,000000000000000100
11711,000000000000010000
11712,000000000000010000
11713,000001000001000100
11714,000000000000010000
11715,000001000000010000
11716,000000000010000000
11720,000001000010010000
11721,000000000000000100
11722,000001000000010000
11723,000000000000010100
11724,000001000000010000
11725,000001000010010000
11727,000000000000011000
11728,000001000010010000
11730,000000000000010000
11731,010001000001011000
11732,000000001010000000
11733,010001000000001100
11734,010000000000011100
11736,010000000000001000
11737,000001000010010000
11738,000000000001010000
11739,000000000001000000
11742,110001000000000100
11744,010001000000000000
11745,000001000000010000
11746,000001000000000100
11747,000001000000010000
11748,000000001000000100
11749,000000000001010000
11750,110000001000001000
11751,000001000001000000
11753,000000001000000000
11754,000000000000010000
11755,000000000000010000
11760,000000000000010100
11761,010001000000000000
11762,000000000000000100
11763,010000001010011000
11767,000001000000010000
11769,110001000000001100
11770,100001000001010000
11771,010000000000001000
11772,000001000010010000
11776,010001000011011100
11778,010000000000011001
11779,000000000000010000
11780,000001000000000000
11781,000001000010010000
11782,000001000000010000
11783,000001001001010100
11784,000001000000010000
11785,000000000010000100
11786,010000000000011000
11787,000000000000010000
11788,010000000000011001
11789,010001001000001001
11791,000001000000010100
11793,010001001001111000
11797,000000001000000000
11799,010001001001011100
11800,000001000000000000
11803,000000000000000100
11804,010000000000011000
11805,000001000000010000
11806,000001001001010000
11807,000000001010000000
11808,000001000010010000
11809,000001000001010100
11811,110001000000011000
11812,010001000000000000
11814,000000000000000100
11815,000001000001010000
11816,000001000010010000
11817,010001000011011100
11818,000001000000000000
11819,000001000000010000
11820,000000000011000000
11821,000000001000000000
11822,000000000000001000
11823,000001000001010100
11824,000000000000000100
11826,010000000000011000
11827,000001000000010100
11828,000001000000000000
11830,000001000000000000
11831,000001000001010000
11833,100001000001010000
11835,000001000000000001
11837,000001000000000000
11838,010000000000011000
11840,000001000010010000
11842,110000001000101100
11843,010000000000001000
11844,000000000001010000
11845,000001000000000000
11848,010000000000001100
11850,000001000000010000
11851,010000000000011000
11855,000000000000010000
11856,110000000000000000
11857,000000000001010100
11858,110001001000011000
11860,000001000000010000
11861,000000000001010010
11863,011001000000110000
11864,010001000010011100
11865,000000001011010000
11867,010000000001001010
11869,000000000001010110
11870,000001000000010000
11871,000000000001010000
11875,001000000001010000
11876,000000000000000100
11877,001001000000000000
11878,100000000000000000
11879,000001000010010000
11880,000001000000010000
11881,010000001000001000
11882,000001000000010000
11883,010001000000011100
11884,000001000000010100
11885,010000000000001000
11886,000001000000010000
11887,000000000000010000
11888,010000000000000000
11889,010001000011011100
11890,010000001001001100
11891,010000000000001100
11892,000001000000000000
11893,010001000000001000
11894,010001001001111000
11895,000001000010010000
11897,010001000000000000
11898,000000000000000100
11899,000001000000000000
11900,010000000001001100
11901,010001000001011100
11902,000000000001011000
11903,000000100000000000
11904,010000000000011000
11908,000001000000010000
11909,000000000000000100
11911,010001000001011100
11912,010001001000001000
11913,010001000000001100
11914,000000000001010000
11915,000000000000010000
11917,010001000000001000
11918,010001000010011100
11919,000001000010010000
11921,000001000000000000
11922,000000000000010000
11923,010001000000001000
11924,010001000011011100
11926,000001000000010000
11928,000001000001000000
11930,000000001001010000
11932,010001000000001010
11934,000000000000010000
11935,000001000000000000
11936,010001000000011000
11937,010001000011011100
11938,000001001000000000
11940,000001000000010000
11941,000001000000010000
11943,010001011011001010
11945,000001000010010000
11946,001000001000000000
11947,010001000000000000
11948,000001001000000000
11949,010000000000001000
11950,000001000000010000
11951,000001000000010000
11952,010001100000101100
11956,010001000000101000
11957,000001000010010000
11958,000000000000010100
11959,000001000010010000
11960,010001001000011100
11961,000001000000000000
11962,000001000001010100
11963,000000000000000100
11964,000001000000000000
11965,000000001010010000
11967,000000001010010000
11968,110001000000001000
11969,010000001010100000
11970,000001000010010000
11971,010001000000000000
11974,000001001000000100
11976,010001001001101000
11977,010000000000001000
11978,000001000010010000
11979,000001000010010000
11980,010010001011011100
11981,000000000001000000
11985,100000000000010010
11987,010001000000000000
11988,000001000000010000
11989,010000000000011000
11991,010000001000001000
11992,010000000001001000
11994,110001000000101000
11995,010000000010001000
11997,000001000000010000
11999,000001000000010000
12000,010001000000101100
12001,000001000000010000
12003,010001000000011000
12004,000001000000010000
12005,110001000000101000
12006,000001010000100100
12008,000000000001000000
12009,000001000001010000
12010,110001000000001100
12011,000001000000010000
12012,000001000000000000
12014,010000000000011001
12015,010001000011011000
12016,010001000000001100
12018,000001000010010000
12020,000001000000010000
12021,000001000000000000
12023,010001000001011100
12024,000000001000000000
12026,000001000010010000
12028,010001000000011000
12029,000000000000010000
12031,000001000000010000
12033,000000000000000100
12034,000001000010010000
12036,000001000000000000
12038,000001001000000000
12039,100000000000010000
12041,000001000010010000
12042,110000000000001000
12044,010000000000011000
12045,000001000000010000
12046,000000001000000000
12047,000000000001010000
12050,010000000000001000
12052,000001000000000000
12054,110000000000011000
12055,000001000000000000
12056,000001000000010000
12057,110011000000011000
12058,000000000000010110
12060,000001000000010100
12061,000001000000010000
12062,000001000000000000
12063,010001001011011100
12066,000001000001010000
12068,000001001000001100
12070,010001000000000000
12071,100000000000001000
12072,000001000000000100
12073,010001001000101001
12074,000000000001010000
12075,110000000000011000
12076,000001001001010000
12078,000000001000010100
12079,000001000000000000
12080,000000000000010000
12081,010000000000011000
12082,000001000010000100
12083,000001000000010000
12084,010000000000011000
12087,000000000001010000
12088,010001000000001010
12090,000001000000100000
12091,000001000010010000
12092,000000000000010100
12093,000001000010010000
12094,000001000000000100
12095,000001000000010000
12098,000001000000010000
12101,110000001000011000
12103,000000000000010000
12104,010001000000001000
12105,010000000001011101
12106,000000000000010000
12107,000010000000000000
12108,000000000000010000
12109,000000000001010100
12112,000001000000010000
12113,010000000000000000
12114,000000001010010000
12115,000000000000000100
12116,000001000000010000
12118,000000001000010000
12119,000000000000010000
12120,000001000001010100
12123,000001000000010100
12125,000001000000010000
12126,000000000000010000
12127,000001000000010000
12128,000001000010010000
12129,000001000000010000
12131,000001000000010000
12133,010000000000001000
12135,010000000000011000
12136,010001000000001100
12137,010000001000011100
12138,000001000000010000
12139,000000001000000000
12140,000001000000000100
12142,010001000000001000
12143,110001000000001000
12145,010001000011011100
12146,000001000010010000
12148,000001000011010100
12149,000001000001000000
12151,000000000000010100
12152,010000000000001000
12153,000001001000000000
12154,000000000001000000
12155,011001000000010000
12156,000001000000000000
12158,001001000000010000
12161,110001001010101000
12162,000000000000010100
12163,000001000000010000
12164,000001000000010000
12165,000000000000010000
12166,000000000000010000
12168,000000000001010000
12169,000001000000000000
12171,000000000000010000
12172,010001000001001000
12173,010000000000001000
12174,000001000000000000
12175,010000000000000000
12176,000000000000010100
12177,000000000001010100
12178,000001000000010000
12180,000000000000010000
12183,000001000010010000
12184,000000001000001000
12186,010001000011011100
12190,000000001000000100
12191,000000000000010100
12194,010011000001001000
12195,010000000000001000
12197,000000000000000100
12198,000001000000010000
12199,000011000000000100
12200,000001000000010000
12202,000001000010010000
12204,010000000000001000
12206,010000000000011000
12208,010000000000011000
12209,010001000000001000
12210,000000001010011000
12211,010001000011011100
12213,000001000000010000
12214,000001000000000000
12216,000001000000010000
12217,000001000000010000
12224,010001000000001000
12227,110000000000001000
12229,010001000000001000
12230,000000000000010100
12231,010001000000000000
12234,010000000000011000
12235,000000000001010000
12236,000001000010010000
12237,000001000000010000
12240,110000001000011000
12241,000000000011000100
12242,010001000000000000
12244,000000000000000100
12245,010000001000001000
12249,000000000000000100
12250,000001000000100000
12251,110000000011011100
12253,110001001001000100
12254,000000000000010000
12255,000011000000000000
12256,010000000000001000
12260,000001000000000000
12261,010001000000000000
12262,000001000000000100
12264,000001000000010000
12265,000001000010010000
12266,010001001001111000
12268,000001000000000000
12270,000001001000000000
12271,000001000010010000
12272,010001000011011100
12273,000001000000000000
12274,000000001000000000
12275,000000100000010100
12276,010000001001001000
12277,010000000000001100
12279,010001001000011000
12280,011001000001011100
12283,000001001000000000
12284,000001000000010000
12285,000000000000010000
12286,000001000000010000
12287,000000000001000000
12288,010000000000001000
12289,000000000000010000
12290,010001000001011100
12291,010000000000001000
12293,000000000000000100
12296,010001001001111000
12297,000000000000010100
12298,000001000000010000
12300,000000001000001000
12301,000001000000010000
12302,000001000000010000
12307,000001000000000000
12308,010001001000111010
12309,010000000000001000
12310,000000000001010000
12312,110000000000011000
12314,000000000001010100
12315,000000000000010000
12317,100001000000000000
12319,010000000000100000
12320,010000000000011000
12324,010000000000001100
12329,000001000000010000
12330,000000001000000100
12331,000001001000000000
12332,000001000000000000
12333,000000000000010010
12334,000001001000000100
12335,010000000000001000
12336,110001001000111000
12337,000001001010010000
12338,010001000000010000
12340,000001000001010000
12341,010000000000001000
12342,000001000010000100
12343,000000000001010000
12344,000001000001010000
12345,010000001000001100
12346,000001000000010000
12347,010001001001111100
12348,000001000000010000
12352,000000000010010000
12353,000001000010010000
12354,000001000000010000
12355,000000001000000000
12356,000000001011010000
12357,000001001000000000
12358,000001000010010000
12359,000000000011010000
12360,000001000000010000
12361,010001000011011100
12362,000001000000010000
12363,000001000000010000
12364,010001000000001000
12365,000001000000000000
12366,010000001000011100
12367,010001000000000000
12368,000000001010010000
12369,000001000000000000
12370,000000000000000010
12373,010000000000011000
12374,010001001001001100
12376,000000000000010000
12377,000000001010000000
12378,000001000010010000
12380,000001000000010000
12381,000001000010000000
12382,000000000000010000
12383,000001000000000000
12384,000001000000000000
12385,000000000000010100
12387,000001000000010100
12389,000001000010010000
12390,000001000010010000
12391,000000000001010000
12392,000001000000010000
12394,000001000000010000
12395,000000000001010000
12396,000001000000000100
12399,010000000000011000
12400,000001000000010000
12401,010001000000001100
12402,000000000001010000
12403,000000000000000100
12404,010001000011000000
12406,000001000000000000
12407,000001001010000100
12408,010001000000001100
12409,010000000000001001
12411,010000000000001000
12412,000000000010010000
12414,000001000010010000
12415,000000001011010000
12418,010000000011010000
12420,110000000000011000
12422,000000000001010000
12424,010000000000011000
12427,010001000000001000
12429,000001000000000000
12430,000000000000010000
12431,000001100010010001
12434,000000000001010100
12435,010001001000001000
12437,010000000000011000
12438,000001000000000000
12440,000001000000010000
12442,010001000000000000
12444,000000000000010000
12445,000001000000010000
12449,000000000000010000
12450,000001000010010000
12451,000001000000000000
12453,000000000010010000
12454,000000000000010000
12455,000001000010010000
12456,000001000000010100
12459,000000000010000100
12461,000000000000010000
12462,000001000000010000
12463,000000000000010000
12464,000001000000010000
12465,010001000000000000
12466,000000000000010000
12467,000001001000000000
12468,000001000000010000
12469,000000000000010000
12470,001000000000010000
12472,000001001100000000
12473,000001001010000100
12474,000001001000000100
12476,000001000000010000
12478,000000000000010100
12479,000001000000000000
12480,000000000010010000
12482,000001000010010000
12485,000001000001010000
12486,000000000000010000
12487,000000000000010000
12489,000001000000010000
12491,010011001010001100
12492,000001000000000000
12494,000001000000000100
12495,001001000000000100
12496,000000000001010000
12498,010001000000001000
12500,000001000000000000
12501,010001000000001000
12502,000000001010010100
12504,000001000010010000
12505,000000000000000100
12506,010001000000001000
12507,000000000000010000
12508,000001000001010100
12509,010000000000001100
12510,000000000001010000
12512,000000000000010000
12513,010001000000011100
12514,000001000000010000
12516,010000000000001000
12519,010000000000001001
12520,000000000001010000
12521,010000000000001001
12522,010001000000011000
12523,000000000000010000
12525,010001000001001000
12527,010001000000001110
12530,000001000010010000
12532,000000001000110000
12533,000001000010010000
12534,010000000000000000
12535,010000000001001000
12536,000001000010010000
12537,000001000000010000
12538,010001001000011000
12539,000001000010010000
12541,010000000000001000
12543,010001000000011100
12544,000001000000010000
12545,000001000000010000
12548,000001000000000000
12549,000001000000000100
12551,010001000000100100
12553,000001000000000000
12555,010001000000010100
12556,000001000000010000
12557,000001000010010000
12558,000001000010010000
12559,010001000000011100
12562,000000000000010100
12563,010000001001011010
12564,000001000010010000
12568,000001000000010000
12569,000001000000010000
12571,100001000000000000
12572,010001000000101100
12573,000001000000010000
12575,110000000000001000
12576,010000000000011100
12577,000001000000010000
12578,110001000001011011
