id,path
669,48 30 27 28 21 36 21 33 6
1591,1 32 28 21 29 31 26 26
3026,38 25 10 7 17 18 8 9
3025,38 25 10 7 17 18 8 6
2466,42 38 11 12 12
284,4 2 3 21 22 16
1824,25 30 27 28 21 59 37 26
339,11 25 26
3738,25 25 25 26 26 16 24
3463,25 26 37 26 12
3452,25 25 10 7 17 18 3 5 6
1616,11 27 28 21 29 12 16
207,11 27 28 21 29 12 12
898,15 23 11 12
2338,15 11 30 27 28 21 29 31
3004,11 12 12 49 26
706,25 10 7 17 18 3 5 6
3564,10 32 28 21 51 26 26
2987,11 12 12 49 12
263,34 28 35 28 21 33 6
1612,30 27 28 35 28 21 33 6
1134,20 17 18 3 21 29 31
1613,30 27 28 35 28 21 33 9
3799,15 11 30 27 28 21 29 12
1964,15 23 15 30 31 26
3461,25 25 11 27 28 21 33 9 12
264,34 28 35 28 21 33 9
319,13 4 2 17 18 8 6
2044,34 28 35 28 21 36 26
1711,25 35 36 36 21 22
320,13 4 2 17 18 8 9
82,1 7 17 18 8
2123,44 45 3 6
3650,10 9 26 37 49 12
1892,13 7 44 45 3
3278,1 4 2 17 44 45 18 3
301,1 7 17 18 18
2869,11 30 27 28 21 36 16
81,1 7 17 18 19
2236,11 30 27 28 21 36 21
564,11 30 27 28 21 36 26
3208,34 28 35 28 21 36 16
1148,1 2 3 21 22 26 16
1357,1 13 4 2 17 18 18 3 6
2913,23 23 25 35 36 21 29 12
687,1 7 17 18 45
3588,15 23 25 25 35 36 21 29 31
1128,2 17 17 17 18 3
3157,43 54 28 21 33 6
1129,1 2 17 17 17 18 3 6
734,25 11 25 26
3247,2 17 17 17 18 19
2779,2 17 17 17 18 18
236,1 4 2 17 17 18 18 3 6
3373,23 10 32 28 21 22 12 37 12
2601,15 16 26 24 16
2989,11 11 48 11 11 12
627,11 27 28 35 28 21 33 9
2376,11 30 27 28 35 36 29 31
3464,25 25 35 36 21 29 12 26
262,25 35 28 21 33 9 12
626,11 27 28 35 28 21 33 6
2634,25 25 30 27 28 21 29 31 26 26
1058,15 23 25 35 28 21 36 26 26 26
1306,1 2 3 21 22 24 12
2056,15 15 23 25 25 26 26 16 16 16
1263,13 32 28 20 17 18 3
2637,25 25 25 25 26
3770,15 23 25 25 35 36 21 33 6
3771,15 23 25 25 35 36 21 33 9
1383,1 13 7 17 18 3
1912,1 2 3 21 22 24 16
1915,15 23 15 16
2445,25 54 55 21 29 31 16
2334,15 11 11 11 12
1855,11 25 11 12 12
2264,57 34 28 2 17 18 8 6
3148,25 54 55 21 29 31 24
566,11 10 32 28 21 36 21 36 26
1427,11 25 35 36 21 22
1597,25 38 25 26 37 26 37 26
3547,25 34 28 2 17 18 8 6
2646,25 25 38 25 26 37 26
3548,25 34 28 2 17 18 8 9
2265,57 34 28 2 17 18 8 9
2817,7 8 9 12 12
96,1 7 17 18 3
1333,25 54 55 21 29 31 12
2423,2 17 17 17 18 3 5 14
2527,2 17 44 45 3 5 6
1132,2 17 17 17 18 3 5 6
1030,15 23 25 35 36 22
3135,30 31 12 37 31
658,25 38 25 35 36 21 29 31 26
3686,11 27 28 20 17 18 8
1778,11 48 10 32 28 21 55 53 6
931,11 27 28 20 17 18 3
1779,11 48 10 32 28 21 55 53 9
1893,13 7 44 45 8 6
3790,23 10 32 28 21 36 21 36 12
3769,23 30 27 28 21 29 12 26
1098,7 8 9 12 41
2702,57 25 26 16
196,11 30 27 28 21 33 6
2748,15 34 28 2 44 45 3 5 6
197,11 30 27 28 21 33 9
520,11 27 28 35 28 21 29 31
2788,38 10 7 17 18 8 6
2151,30 27 28 35 28 21 36 12 12
2372,25 10 32 28 21 29 31 12
2789,38 10 7 17 18 8 9
99,1 7 17 18 3 6
102,1 7 17 18 3 5
1499,1 2 17 18 8 9 12 12
936,30 31 12 37 26
1209,25 25 25 26 26
2167,30 31 12 37 12
2414,11 27 28 35 28 21 29 12
2107,23 25 30 27 28 21 29 12 16 16
1543,1 32 33 9 49 12 41
2624,25 10 32 28 21 29 31 26
2704,1 2 3 21 22 26 58
1492,25 34 28 2 17 18 3 5
1763,13 7 17 18 3 5 6
308,10 7 17 18 18 3 5 6
1489,25 34 28 2 17 18 3 6
1520,1 32 28 21 33 9 26 12
3439,10 7 17 39 40 45
3405,30 27 28 21 55 26
349,10 7 17 18 18 3 5 14
3810,25 25 11 27 28 21 29 31 16 16
430,13 4 2 3 5
1642,44 45 8 9
679,11 10 32 28 21 36 21 33 6
1641,44 45 8 6
3728,25 25 25 26 26 24 16
324,13 4 2 17 17 18 18 3 6
251,2 17 18 3 21 22
1473,11 11 11 25 25 26 26 12
761,34 28 35 28 21 29 12 26 26
3741,15 25 25 35 36 29 31
1055,15 23 25 35 28 21 36 26 24 16
3732,15 23 25 25 25 26 26 16 24 16
3053,2 17 18 3 21 36
680,11 10 32 28 21 36 21 33 9
1346,10 7 17 39 40 18
666,11 10 32 28 21 36 21 29 31
1606,11 30 27 28 21 36 21 29 12
3502,15 15 30 31 12 16 16
1379,10 7 17 18 8 14 6
2799,11 10 32 28 21 22 37 31
2608,25 15 11 38 11 12 24 16
2793,38 10 7 17 18 3 5
2017,25 30 27 28 21 36 24 16 24
3475,1 32 28 21 33 9 26
2794,38 10 7 17 18 3 6
1080,57 34 28 2 17 18 3 6
2145,57 34 28 2 17 18 3 5
1328,11 30 27 28 21 36 21 29 31
1858,30 31 12 26 12
3292,23 42 35 36 21 29 12
2192,61 30 27 28 21 29 12
270,11 10 32 28 21 22 37 12
3820,25 25 35 28 21 22
555,1 32 28 21 33 9 12
2169,11 25 35 36 22
1768,11 25 35 36 21
3566,25 35 35 28 21 36 21 22
2342,11 42 10 7 17 18 19 21 33 6
2065,1 32 33 9 24 16 16
1356,1 13 4 2 17 18 18
248,2 17 17 18 3
971,30 31 12 24 16
351,2 17 17 18 8
2474,1 32 28 21 21 33 9 12
2343,11 42 10 7 17 18 19 21 33 9
3336,1 32 33 9 24 16 24
2443,15 30 27 28 21 29 31 12 12
2818,11 11 10 7 17 18 8
1627,11 30 27 28 21 36 29 31
3481,10 9 26 37 26 12
411,1 2 17 39 40 18
2336,15 30 27 28 21 29 31 12 16
1126,11 11 10 7 17 18 3
3620,10 9 26 37 26 16
2548,1 2 44 45 8
1164,1 2 44 45 3
1391,30 27 28 35 28 21 22 12
2572,11 10 7 44 45 3 6
3186,1 32 33 9 49 37 26
2743,57 34 28 2 44 45 3
3609,11 10 7 44 45 3 5
80,2 17 18 8
2537,1 2 44 45 18
59,2 17 18 3
43,11 11 11 12
1576,1 2 44 45 19
2204,34 28 35 36 21 22 12
954,10 9 26 37 26 37
2761,1 32 28 20 17 18 18 3
79,2 17 18 19
228,2 17 18 18
2804,15 23 23 24
3423,11 30 27 28 35 36 21 29 12 12
685,2 17 18 45
846,44 17 18 45 46
2251,25 25 25 35 36 21 22
2530,1 2 44 45 45
40,11 11 12 12
377,13 4 2 17 17 18 3
630,11 10 32 28 21 36 21 29 12
1508,11 11 12 16
2341,1 7 17 18 8 9 41 12
733,11 11 12 26
2210,20 17 17 18 3 6
2684,11 11 12 24
3124,30 27 28 21 21 33 6
3233,10 7 17 18 8 9 41
3693,20 17 39 40 18
3125,30 27 28 21 21 33 9
1192,1 4 2 44 39 40 18 3
2786,10 7 17 18 8 9 37
2159,11 11 35 28 21 36 12 12
1658,10 7 44 45 45 46
1000,11 25 11 27 28 21 55 53 9
999,11 25 11 27 28 21 55 53 6
2203,11 25 35 36 21 22 12 12
2377,25 11 10 32 28 21 36 26
1014,15 23 25 26
367,1 2 17 18 3 5 14
2197,11 30 27 28 21 36 26 12
3668,11 11 42 35 36 21 29 12
2398,23 25 25 26 26 12
57,1 2 17 18 3 5 6
2057,23 25 25 26 26 16
2247,11 11 25 25 25 26
1481,11 10 7 17 18 3 5 14 6
3724,1 2 3 21 22 37 26
2516,7 17 18 45 46
2792,38 10 7 17 18 3 5 6
2863,23 10 7 17 18 3 6
37,1 2 3 5 14 6
1750,2 17 17 18 18 45 46
3761,23 25 25 26 26 24
1590,25 38 25 26 37 26
1327,11 30 27 28 21 36 26 26
1838,15 15 11 12
516,11 27 28 35 28 21 36 26
3397,23 11 11 12 24
2037,11 25 50 51 21 36 26
1969,23 25 30 27 28 21 29 12
747,30 31 49 12 12 12
3491,11 10 7 44 45 8 9
352,10 7 17 18 8 9 12
742,48 49 12 12
3490,11 10 7 44 45 8 6
606,10 7 17 18 8 9 26
1891,13 7 44 45 3 6
3691,15 11 10 7 17 18 8 9 16
125,10 7 17 18 8 9 16
3508,30 27 28 54 28 21 36 26
1015,11 25 26 26 24 12
1539,48 49 12 41
3649,10 9 26 37 49
3798,15 11 27 28 21 29 31 12 16
2888,25 25 35 36 21 29 31 16
2900,15 25 35 28 21 22
890,25 25 35 36 21 29 31 12
1370,11 48 10 32 28 21 29 31
2736,28 35 28 54 28 21 29 31 16 12
1254,4 2 17 18 19 21 33 14
1336,25 48 30 27 28 21 55 31
2800,11 10 32 28 21 22 37 31 12
328,2 17 17 18 3 6
382,2 17 17 18 3 5
450,4 2 17 18 19 21 33 9
1337,25 48 30 27 28 21 55 26
1548,11 48 10 32 28 21 29 12
447,4 2 17 18 19 21 33 6
1334,30 54 55 21 29 31 12
1766,1 32 33 9 49 26 12
1839,30 31 12 16 16
1412,25 25 35 36 29 31
1705,11 25 10 7 17 18 8
568,4 2 17 17 18 19 21 29 31
2858,25 38 42 25 35 36 21 29 31
2754,1 4 2 17 17 18 19 21 33 9
2206,11 10 32 28 21 36 21 22 12
2753,1 4 2 17 17 18 19 21 33 6
2819,11 11 10 7 17 18 3 5
3797,15 11 27 28 21 29 31 12
1455,11 11 10 7 17 18 3 6
874,15 11 27 28 21 29 31 16
1468,11 30 27 28 21 36 21 22
2311,15 23 30 31
2630,25 25 10 32 28 21 29 31 26 26
3205,15 30 27 28 21 33 9 12 16
973,10 52 54 55 26 24 16
3540,25 35 28 21 29 12 12 12
667,30 27 28 35 28 21 29 31
2720,2 3 21 33 9 16
1471,11 11 25 25 26 26
3517,15 48 49 16
681,2 3 21 33 9 12
2826,11 30 27 28 21 22 12
1292,11 25 35 36 36 26
2062,25 25 26 26 16 16
1225,2 3 21 33 9 26
3194,15 35 36 21 29 56
461,1 32 28 20 17 18 19 21 33 9
2033,34 28 35 36 21 29 31
3462,25 25 11 27 28 21 33 9 12 12
460,1 32 28 20 17 18 19 21 33 6
3159,30 27 28 54 28 21 33 9
2499,25 38 11 11 12 26 12
3659,25 30 27 28 35 36 21 29 31
2073,15 15 15 23 30 31 26 24 16
2407,11 10 32 28 21 22 12 12 12
697,10 9 26 37 26
2388,1 32 28 20 17 18 19 21 33 14
2497,11 12 12 37 26
3181,11 38 25 26 37 12
1767,30 27 28 21
3158,30 27 28 54 28 21 33 6
1275,11 11 10 32 28 21 36 26 12
2865,15 35 36 21 29 31
2170,11 25 35 28 21 22
1246,1 32 28 21 33 14 6
2244,11 25 26 26 12 12
1532,23 48 49 12 12
3276,4 2 17 44 45 18 3 6
2158,30 27 28 35 28 21 29 12
2659,15 15 16 26
455,1 32 28 20 17 18 8 6
1069,13 4 2 17 17 18 19
1693,11 25 30 38 25 26
323,13 4 2 17 17 18 18
3811,15 11 27 28 21 29 31 16 16
1439,13 4 2 17 17 18 8
294,15 34 28 2 17 18 3 5 6
456,1 32 28 20 17 18 8 9
2267,34 28 35 28 21 36 21 22
828,4 2 17 18 19 21 29 12
1170,2 44 45 3 21 22
1667,10 7 44 45 19 21 33 6
1799,15 34 28 2 17 18 3 5 14
731,25 25 25 11 12
2653,25 25 25 35 36 36 26
3252,10 7 44 45 19 21 33 14
1668,10 7 44 45 19 21 33 9
834,10 7 17 18 19 21 55 26
3244,20 17 17 17 17 18 8 6
9,4 2 3
3759,15 23 25 25 26 26 24
242,2 17 17 18 8 6
3541,34 28 35 28 21 29 12 12 12
2005,15 23 35 36 21 29 31 26
1540,11 48 49
1123,11 11 10 7 17 18 8 6
2688,15 23 30 27 28 21 33 9 12
3199,15 35 36 21 36 16
3623,1 52 54 55 26 26 24 16
3015,11 30 27 28 21 36 21 33 6
243,2 17 17 18 8 9
2797,11 11 10 32 28 21 36 21 33 6
2798,11 11 10 32 28 21 36 21 33 9
2214,4 2 17 18 19 21 29 31
998,11 11 11 25 11 12
332,30 38 25 25 26
3016,11 30 27 28 21 36 21 33 9
2991,11 12 12 12 49 12
2755,4 2 17 17 18 19 21 33 6
2756,4 2 17 17 18 19 21 33 9
439,1 13 4 2 17 18 8
118,1 13 4 2 17 18 3
2521,4 2 44 45 18 3
1841,15 11 30 27 28 21 36 26
539,23 30 27 28 21 29 31 12
3245,20 17 17 17 17 18 8 9
459,10 32 28 20 17 18 19 21 33 6
1515,25 25 35 36 21 29 31 49
3166,34 28 2 17 39 40 18
2389,10 32 28 20 17 18 19 21 33 14
462,10 32 28 20 17 18 19 21 33 9
3005,11 12 12 12 49 26
2491,25 38 25 26 37 26 16 16
2654,25 25 35 36 36 26
1213,25 25 35 36 21 29 31 26
2069,25 38 25 26 37 26 16 24
2086,15 11 27 28 21 29 31 16 24
2,2 3
3675,25 35 28 35 36 21 29 31
2023,15 30 27 28 21 29 31 24
1113,15 30 27 28 21 29 31 26
3379,15 30 31 12 16 16
432,11 11 25 26
1833,15 30 27 28 21 29 31 16
1834,15 30 27 28 21 29 31 12
3175,48 49 24 16
625,11 11 10 32 28 21 36 21 29 12
1428,11 11 25 35 36 21 22
3297,25 11 27 28 21 36 41 24 16
2482,15 25 35 28 21 29 31 16 16
58,2 17 18 3 6
61,2 17 18 3 5
1648,11 34 28 2 44 45 3 6
602,13 4 2 17 39 40 18 3
431,4 5
550,11 42 25 35 36 21 29 12 12
1137,11 27 28 54 28 21 29 12 26
2259,7 17 18 8 14 6
1617,11 11 11 12 26
3300,11 12 24 16 24 16
3331,11 27 28 35 36 21 33 9
3330,11 27 28 35 36 21 33 6
2148,11 35 28 21 33 6
1708,11 25 10 7 17 18 8 9 26
3362,11 11 10 32 28 21 36 21 29 31
968,15 15 23 24
46,11 11 11 12 16
3347,25 26 12 37 24
421,11 11 11 12 12
1525,13 4 2 17 17 18 18 3 5 6
2149,11 35 28 21 33 9
674,1 2 3 21 33 6
3585,25 25 26 26 24 16
675,1 2 3 21 33 9
1358,13 4 2 17 18 18 3 6
2776,1 2 17 17 17 18 18
3414,38 11 12
1130,1 2 17 17 17 18 3
812,1 4 2 3 21 36 29 31
1495,20 17 17 17 18 3
2324,11 42 10 7 17 18 3 6
2561,48 34 28 2 44 45 3 6
2564,48 34 28 2 44 45 3 5
3844,1 13 63 64
1997,15 23 30 27 28 21 22
3150,11 10 32 28 21 36
1082,57 34 28 2 17 18 3 5 6
1584,25 25 26 37 26
2054,15 15 25 26
2669,1 61 10 32 28 21 29 12
314,17 18 3 5 14 6
135,15 11 10 7 17 18 3
3756,30 27 35 28 21 22
3237,42 10 7 17 18 3 5 14 6
3262,11 34 28 2 44 45 8 9
3703,25 25 35 36 21 22 12 12
2053,15 15 15 25 26
3261,11 34 28 2 44 45 8 6
826,43 54 55 21 29 12
3258,1 32 28 20 44 45 45
3855,7 8
2371,4 2 3 21 55 26
3037,13 4 2 3 21 29 12 26
2621,25 26 26 37 26 26
2082,25 26 26 37 26 16
2648,25 38 25 38 25 26 37 26
3683,47 44 39 40 18
3597,4 2 3 21 55 31
1625,30 27 35 36 36 26
3589,15 23 25 25 35 36 21 29 31 16
801,11 27 28 35 36 21 29 31
921,13 4 2 3 21 22
2115,25 54 55 21 55 53 6
2116,25 54 55 21 55 53 9
3519,11 15 48 49 16
788,11 27 28 21 36 26 12
3370,23 10 32 28 21 33 9 24
660,11 27 28 35 36 21 29 12
2959,11 57 58
2961,10 32 28 21 29 12 12 12
1674,1 32 28 20 44 45 19
342,1 2 3 21 29 31
3763,23 10 32 28 21 33 9 16
1435,25 35 28 21 22 12
2331,7 17 18 8 9 12
775,25 38 11 12
2252,11 27 28 21 36 26 26
123,7 17 18 8 9 16
818,1 52 54 55 56
2403,30 31 26 26 26 24
2638,30 31 26 26 26 26
153,1 2 3 21 29 12
2806,10 32 28 21 22 24 24 16
2938,1 32 28 20 44 45 3
2479,11 27 28 21 36 26 16
2916,10 7 44 45 18 3 5 6
2554,7 44 45 3 5
2547,7 44 45 3 6
1293,11 25 35 36 36 26 12
1814,11 42 10 7 17 18 8 9
2899,15 25 35 36 22 12
1813,11 42 10 7 17 18 8 6
1807,7 8 9 41 12
3451,25 25 10 7 17 18 3
2803,11 10 32 28 21 22
1984,11 25 35 36 36 26 24
15,10 9
4,1 2 3 5 6
1139,10 32 28 21 29 12 26 12
209,11 25 11 27 28 21 29 12 12
884,4 2 17 17 18 18 18
38,1 2 3 5 14
1699,10 32 28 21 29 12 26 26
1749,2 17 17 18 18 45
1390,11 35 28 21 22 12
859,4 2 17 17 18 18 19
619,11 25 11 27 28 21 29 12 26
3055,43 54 55 21 59 37 12
238,4 2 17 17 18 18 3
1836,15 11 30 27 28 21 29 31 16
18,11 12
1039,11 11 42 25 35 36 22
2579,10 9 37 12 12
691,44 17 18 3 6
2405,30 31 26 26 26 12
2406,11 11 10 32 28 21 22 12 12 12
2854,15 11 30 27 28 21 29 31 12
3663,1 52 54 55 41
1889,1 13 7 44 45 3 6
1753,4 2 17 17 18 18 45
713,15 15 30 31
415,1 4 2 17 39 40 18 3 6
817,1 52 54 55 26
3160,11 11 10 32 28 21 22 12 12 26
895,48 10 32 28 21 36 21 29 31
2838,7 8 9 24
604,7 8 9 26
2231,15 11 12 12 12
2546,7 44 45 8 9
2802,11 11 10 32 28 21 22 37 31 12
2545,7 44 45 8 6
429,13 4 2 3 5 14
2783,7 8 9 37
1185,47 44 39 40 45
3115,11 27 28 35 36 36 26
3854,13 7 17 18 3 21 29 31
1791,25 10 32 28 21 22 12 26
20,7 8 9 12
3477,25 10 32 28 21 36
792,11 25 35 36 29 31 12 12
2440,15 11 12 12 12 12 12
3091,15 11 12 12 16
3654,2 17 17 18 18 8
365,13 14
3081,30 31 26 26 24 16
241,2 17 17 18 18 3
1066,4 2 3 21 33 9 24
276,1 4 2 3 21 36 21 22
683,4 2 3 21 33 9 12
1032,25 25 26 26 12
2060,25 25 26 26 16
2722,4 2 3 21 33 9 16
3231,7 8 9 41
862,2 17 17 18 18 19
755,2 17 17 18 18 18
3586,25 25 26 26 24
336,25 25 26 26 26
417,4 2 17 39 40 18
847,44 17 18 8 6
200,11 11 30 27 28 21 33 9 12
2682,1 2 3 21 36 12
848,44 17 18 8 9
1417,1 4 2 3 21 36 26 26
3448,1 7 8 9 26 26 12
29,4 2 3 5 14 6
1023,1 4 2 3 21 36 26 24
1311,23 34 28 2 17 18 3
2664,48 34 28 2 17 18 8
1341,48 34 28 2 17 18 3
2902,1 4 2 3 21 36 26 16
1264,13 32 28 20 17 18 3 5 6
1596,4 2 3 21 33 9 26
3817,23 30 27 28 21 36 26 26
811,1 4 2 3 21 36 26 12
2395,23 23 25 26
3447,1 7 8 9 26 26 26
3296,11 27 28 21 36 41 24 16
2291,11 11 34 35 28 21 36 26 26
2369,15 11 10 32 28 21 29 31 12 16
34,15 16
1314,17 17 18 8 6
1180,4 2 17 39 40 45
2574,1 4 2 17 39 40 18 8 6
2575,1 4 2 17 39 40 18 8 9
1846,10 9 37 16 12
2821,11 11 10 32 28 21 29 31 16
24,13 4 5
650,11 11 10 32 28 21 29 31 12
2945,2 44 45 18 3 5 6
1618,11 11 12 12 12 12 12
2672,4 2 3 21 33 9 62
3090,15 11 10 32 28 21 29 31 12 12
1315,17 17 18 8 9
1663,47 44 44 45 19 21 33 6
2353,2 17 17 18 45
3699,13 4 2 17 18 18 8 9
3698,13 4 2 17 18 18 8 6
3842,7 8 14 6
2729,25 25 54 55 21 29 31
1664,47 44 44 45 19 21 33 9
1929,1 4 2 3 21 36 24 16
855,4 2 17 17 18 18 8 6
3606,23 11 10 7 17 18 3 5 6
239,2 17 17 18 18
3482,25 35 28 35 36 21 36 26
247,2 17 17 18 19
3672,11 25 30 27 28 21 29 12
908,11 11 10 32 28 21 29 31 26
3014,30 27 28 21 36 21 33 6
1072,11 27 28 2 17 18 3 5 14 6
3841,17 18
2613,23 11 38 25 26
858,4 2 17 17 18 18 8 9
808,1 2 3 21 36 26
647,48 49 37 26
995,11 11 11 25 26
1295,30 27 28 35 36 36 26 12
2700,2 17 18 18 45
1547,11 48 10 32 28 21 29 12 12
2677,11 35 36 21 22 12
3713,1 2 44 39 40 18 3 6
3453,25 25 10 7 17 18 3 5
500,1 32 28 21 36
1400,2 17 18 18 19
3450,25 25 10 7 17 18 3 6
3680,1 2 17 17 18 3 5
611,1 2 17 17 18 3 6
750,2 17 18 18 18
1640,25 11 10 32 28 21 29 31 12
3627,25 25 54 55 21 33 6
2973,1 2 44 45 8 9 12 12
1405,11 12 12 26
2006,23 35 36 21 29 31
375,20 17 18 3 5 14
952,38 25 26
3415,11 12 12 37
1888,10 7 44 45 8 14
905,11 12 12 41
1531,23 48 49 12
213,20 17 18 3 5 6
1561,10 7 44 45 8 9
3202,15 30 27 28 21 33 6
383,11 12 12 12
335,25 25 26 26 26 37 31
912,25 30 27 28 21 36 26
1919,15 23 15 23 35 36 21 22 24 16
1864,11 12 12 16
2019,25 30 27 28 21 36 24
3203,15 30 27 28 21 33 9
1784,10 32 28 20 17 18 3 5 14 6
2042,34 28 35 36 21 51 26
3485,17 18 3 21 33 9
3484,17 18 3 21 33 6
449,1 4 2 17 18 19 21 33 9
823,25 54 55 56
2152,1 4 2 3 21 36 12 12
310,4 2 17 17 18 8 6
3665,25 54 55 41
235,4 2 17 17 18 18 3 6
408,4 2 17 17 18 18 3 5
448,1 4 2 17 18 19 21 33 6
313,4 2 17 17 18 8 9
1008,25 54 28 21 29 12
1560,10 7 44 45 8 6
2111,15 25 25 35 36 21 33 6
2885,11 15 30 27 28 21 29 31
2112,15 25 25 35 36 21 33 9
2976,11 10 7 44 45 19
1332,25 54 55 31
3489,11 10 7 44 45 8
2109,25 30 27 28 21 29 12 16 16
2571,11 10 7 44 45 3
230,2 17 18 18 3
1118,42 11 10 7 17 18 8 6
3059,1 32 28 21 22
2954,15 30 27 28 21 36 26 12 12
406,1 4 2 17 17 18 18 3 5 6
549,11 42 25 35 36 21 29 12
3518,15 48 49 16 12
2156,25 38 25 35 28 21 29 12 12
3116,11 27 28 35 36 36 21 29 12
2228,15 11 11 12 12
2723,15 30 27 28 21 36 26
1095,25 11 30 27 28 21 29 31 12
3196,15 30 27 28 21 36 16
1509,11 12 16 12
1097,10 9 12 41
850,47 44 17 18 19 21 33 6
1165,1 2 44 45 3 5 6
50,10 9 12 12
514,25 35 28 21 36 26
934,25 38 25 26
2365,10 9 12 16
3018,1 2 44 45 3 5 14
3207,25 35 28 21 36 16
1634,10 9 12 26
3349,10 9 12 24
853,47 44 17 18 19 21 33 9
1048,25 35 28 21 36 22
475,23 24
1844,15 16 12 26
2213,1 4 2 17 18 19 21 29 31
227,4 2 17 18 18 3 5 6
47,11 12 16 16
1142,13 4 2 3 5 6
2052,15 15 23 25 26
2322,20 17 18 8 9 41 12
2605,11 12 16 26
2837,7 8 9 24 12
3568,34 28 35 35 28 21 36 26
2010,30 27 28 35 36 36 24 16
2618,25 25 26 26 37 26
726,4 2 3 21 36 12
180,11 25 11 27 28 21 29 31 12
3228,34 28 35 36 21 36 26 26
3182,1 7 17 18 8 9 12 41
2908,11 25 11 27 28 21 29 31 16
3816,15 23 30 27 28 21 36 26 26 24
661,10 32 28 21 36 12 12
2520,1 4 2 44 45 18 3
2374,30 27 35 28 35 36 29 31
3778,11 35 36 21 33 9 12
164,25 26
3009,11 10 32 28 21 22 12 12
720,15 25 11 27 28 21 29 12
3011,11 10 7 17 18 19 21 29 12
1002,25 11 27 28 21 55 53 9
3299,11 27 28 21 36 41 24
244,1 2 17 17 18 8 6
1785,1 32 28 20 17 18 3 5 14 6
1001,25 11 27 28 21 55 53 6
852,44 17 18 19 21 33 9
2707,10 9 16 12
851,44 17 18 19 21 33 6
278,4 2 3 21 36 26
2982,11 11 48 49
1931,4 2 3 21 36 24
2174,4 2 3 21 36 22
719,15 25 11 27 28 21 29 31
1120,42 11 10 7 17 18 3 6
3022,42 11 10 7 17 18 3 5
2603,11 12 16 26 24 16
245,1 2 17 17 18 8 9
1122,1 7 17 18 8 9 12 12
2263,1 2 3 21 22 58
442,1 2 3 21 22
1691,7 8 9 26 12
3611,30 31 37 26 41 16
953,38 25 38 25 26
2531,1 2 44 45 45 46
979,23 25 54 55 56
2565,48 34 28 2 44 45 8 6
2566,48 34 28 2 44 45 8 9
3800,10 9 16 16
860,2 17 17 18 18 8 6
1910,10 7 44 45 18 3
260,25 35 28 21 33 6
3836,1 2 3 21 22 26
