id,path
12248,15 87 19 25 27 29 33 83 84 34 30 28 14 10
10333,11 11 11 11 45 27 47 27 29 33 34 30 28 46 12 12 12 12 12
6468,45 27 29 33 83 84 34 68
6181,29 33 83 84 34 40 38
10088,11 11 11 45 27 49 33 34 50 28 46 12 56 12
5186,55 11 11 11 11 11 53 27 29 33 34 30 8
737,45 63 64 28
12192,33 83 84 34 30 28 26 20
3433,55 11 13 27 28 48 12 12 56
5184,55 11 11 11 11 11 53 27 29 33 34 30 6
11818,45 27 29 33 83 84 34 52
9424,15 87 19 25 27 29 33 34 30 28 26 20 88 16 16 16 16
11811,45 27 29 33 83 84 34 50
9477,53 27 47 27 28 26 20 88 16 16 16
11096,55 69 7 51 33 34 30 28 46
1555,27 47 27 29 33 34 30 6 44 62
4218,61 43 5 31 29 30 28 64 46 12
10508,43 5 29 30 28 46 12 12 12 56 12
8496,11 11 11 11 11 11 11 12
2927,5 29 30 28 46 12 56 12 12 12 56
6082,55 69 7 51 33 34 30 28 54
12139,27 29 33 83 84 34 30 28 26 20 88 16
4370,11 47 27 28 54 12 56
5263,61 43 5 31 29 33 34 30 32 6
5978,79 33 34 42
9852,43 5 31 29 30 28 48 28 46 12 12 12 12
6967,55 11 45 27 49 33 34
9857,79 33 34 40
8886,15 87 19 21 23 19 25 27 29 33 34 30
12470,45 27 29 33 83 84 34 80
32,21 23 24 22 20 16
1775,13 27 63 27 29 33 34 30 28 14 12
1753,13 27 63 27 29 33 34 30 28 14 10
10414,79 33 34 30
12325,45 27 29 33 83 84 34 86
114,9 13 27 28 26 20 16
112,9 13 27 28 26 20 18
2468,27 49 33 34 30 8 70
8940,11 11 11 13 27 29 33 34 30 8
9628,71 11 12 12 12 12 12
8251,9 13 27 28 26 20 24
12224,19 25 27 29 33 83 84 34 30 6 44
12772,67 33 83 84 34 30 6 44
8938,11 11 11 13 27 29 33 34 30 6
5424,61 5 31 29 33 34 30
3932,55 11 11 53 27 28
9502,15 87 19 25 27 28 48 12
6139,15 19 25 27 29 33 83 84 34 40 38
5808,73 75 77 11 53 27 29 33 34 30 32 6 44
4678,55 11 11 55 11 45 27 29 33 34 30 28 46 12 12
1239,27 51 33 34 30
7589,57 59 27 29 33 34
6929,27 51 33 34 50
7494,27 29 33 34 50
8906,15 15 19 21 23 19 25 27 29 33 34 30 28 14 12 12 56 12
9503,15 87 19 25 27 28 48 28
9844,31 29 30 28 46 12 12 12 12 12 12
10571,79 33 34 80
2596,11 11 11 53 27 29 33 34 30 8
10364,45 27 47 27 29 33 34 30 28 46 12 12 12 12 12
3405,43 5 29 30 28 46 12 56 12 56 12
2594,11 11 11 53 27 29 33 34 30 6
6860,5 29 33 83 84
12384,43 5 29 33 83 84 34 30 28 26 20
2598,11 11 11 53 27 29 33 34 30 28
252,27 29 33 34 30
10412,79 33 34 68
10559,11 11 13 27 28 54 12 12
2087,11 12 12 56 12
10756,59 27 29 33 34 30 28 14 12 56 12
10532,29 30 28 54 12 12 12 56
7088,67 33 34 40 38
8684,33 34 30 28 26 20 88 16
5979,79 33 34 52
8692,19 89 19 25 27 29 33 34 30 6
9774,71 11 45 27 28 48
6314,29 33 83 84 34 52 28
12143,11 45 27 29 33 83 84 34 30 28 26 20 88
9645,71 11 45 27 28 46
4883,11 11 11 53 27 29 33 34 30 32
6849,5 51 33 83 84
4197,5 31 29 30 28 14 12 56
11571,1 3 83 84 34 50 28 46 12
11609,41 33 83 84 34 30 6 44
8931,13 27 29 33 34 30 28 46 12 56 12 12
1099,27 49 33 34 30 6 44
3165,45 27 47 27 28 46 12 56 12 12 56 12
4273,61 9 13 27 28 64 28 46 12 12
6313,29 33 83 84 34 52 6
2107,11 11 11 11 47 48 28
11176,59 27 29 33 34 30 28 26 20 88
11335,11 11 11 13 27 28 48 28 46 12 12 12 12
5595,27 63 27 29 33 34 30 28 64 14
8351,11 11 13 27 28 54 12 56
8397,27 28 64 28 46 12 12 12 12 12
11184,55 57 59 27 29 33 34 30 28 26 20 88
7899,87 19 89 19 20 16 16 16 16 16
8546,11 63 64 28 46 12 12 12 12 12 12 12 12
6024,43 5 51 52 8 70 56
4801,11 45 27 63 27 29 33 34 30 28 46 12
12115,7 29 33 83 84 34 30 32 6 44
9764,5 31 29 30 28 14 10 82
5384,11 11 45 27 63 27 29 33 34 30 28 54 12 12 56
12153,11 45 27 29 33 83 84 34 30 28 26 20 18
4338,5 31 29 30 28 14 12 12
6264,29 33 83 84 34 50 28
4337,5 31 29 30 28 14 10 62
8738,15 15 15 15 15 15 15 19 25 27 29 33 34 30 32 6
2319,67 33 34 50 28 48
5662,27 29 33 34 68
11911,45 27 29 33 83 84 34 52 28 60 58 56 12
6342,1 3 83 84 34 50 28 48 12
3632,47 27 63 27 28 14
10040,55 11 45 27 49 33 34 50 28 46
11578,29 33 83 84 34 50 6
7615,5 49 33 34 30 28 46 12 12 12
6343,1 3 83 84 34 50 28 48 28
6251,43 5 31 29 33 83 84 34
5277,11 45 27 29 33 34 30 32 6 44 62
5618,11 45 27 63 27 29 33 34 30 28 48 12
5142,55 11 11 55 11 11 53 27 29 33 34 30 28 54 12 12 56 12
10563,11 55 11 13 27 28
3723,11 45 27 47 27 63 27 28 14 10
8952,11 11 11 13 27 29 33 34 30 28 64 14 10
3725,11 45 27 47 27 63 27 28 14 12
10032,55 11 45 27 49 33 34 50 28 14
1440,45 27 29 33 34 30 28 48 28 54
200,33 34 30 28 26 20 16
4444,29 30 28 54 12 78 76 74
5619,11 45 27 63 27 29 33 34 30 28 48 28
11627,11 11 45 27 51 33 83 84 34 30 6 44
1779,9 13 27 63 27 29 33 34 30 28 48
4743,45 27 29 33 34 30 28 48 28 46
6811,45 27 51 33 83 84 34 52 28
6249,43 5 31 29 33 83 84 4
198,33 34 30 28 26 20 18
6806,45 27 51 33 83 84 34 52 6
9696,11 11 13 27 28 46 12 12 12
9545,15 87 19 25 27 28 46 12
9894,41 33 34 50 28 46 12 12 12 12 12 12
3634,47 27 63 27 28 14 12 56
562,5 31 29 30 28 48 12 12
6810,45 27 51 33 83 84 34 52 8
10972,45 27 29 33 34 30 28 48 28 14
3635,47 27 63 27 28 64
4359,61 5 31 29 30 28 64 28 46
4584,11 11 45 27 29 33 34 30 28 46 12 12
2820,11 55 56 12 12 56 12
7400,11 45 27 51 33 34 50 28 46 12 12
5883,31 29 33 34 30 28 48 12 12 12
4510,43 5 31 29 30 28 46 12 12 56 12
2301,67 33 34 42 66
6785,11 45 27 51 33 83 84 34 52
10155,55 11 45 27 49 33 34 52 28 46 12 12
8742,15 15 15 15 15 15 15 19 25 27 29 33 34 30 28 46 12 12 12
9986,45 27 49 33 34 50 6 44
11622,11 45 27 51 33 83 84 34 30
1029,37 39 33 34 50 28 48 12 12
6711,11 45 27 51 33 83 84 34 42
4021,29 30 28 54 12 12 12 12
7523,27 49 33 34 30 28 60
5934,11 11 11 47 27 29 33 34 30 28 54 12 56 12
11625,11 11 45 27 51 33 83 84 34 30
1210,27 49 33 34 30 28 54
8944,11 11 11 13 27 29 33 34 30 28 46 12
1405,53 27 47 27 29 33 34 30 28 48 12
10000,11 55 11 45 27 49 33 34 50
3146,11 55 11 45 27 47 27 28 46
7322,11 55 11 45 27 49 33 34 52
3116,11 55 11 45 27 47 27 28 48
4349,61 5 31 29 30 28 64 14 10
1406,53 27 47 27 29 33 34 30 28 48 28
12831,9 13 27 29 33 83 84 34 30 28 54
8384,11 11 11 11 11 45 27 28
8593,31 29 30 28 64 28 46 12 12 12 12 12 12
10383,11 11 11 11 11 11 45 27 29 33 34 30 28 46 12 12
7422,57 59 27 51 33 34 30 28 54
8713,15 15 15 15 15 19 25 27 29 33 34 30 6
6812,11 11 45 27 51 33 83 84 34 52
10182,43 5 51 33 34 30 28 46 12 12 12 12
129,11 13 27 28 26 20 16 16
602,27 28 48 28 46 12
3573,45 63 27 28 14
2932,11 11 47 48 28 46 12 56 12
11090,69 7 51 33 34 30 28 46 12 56
3305,47 27 28 46 12 56 12 56 12
6457,11 11 45 27 29 33 83 84 4 2
688,9 13 63 64 28 48 28 46 12 56
1104,27 49 33 34 30 28 48
1209,27 49 33 34 30 28 46
6705,11 11 45 27 51 33 83 84 34 42
3115,55 11 45 27 47 27 28 48 28 46
8719,15 15 15 15 15 19 25 27 29 33 34 30 28
5872,43 5 31 29 33 34 30 28 54 12 12
686,9 13 63 64 28 48 28 46 12 12
1102,27 49 33 34 30 32 6
10767,11 11 11 13 27 29 33 34 30 28 48 12
906,29 30 28 48 28 46 12
1411,53 27 47 27 29 33 34 30 28 46 12
775,27 28 64 28 48
8716,15 15 15 15 15 19 25 27 29 33 34 30 32
4269,27 28 64 28 46
12409,9 13 27 29 33 83 84 34 30 32 6
8715,15 15 15 15 15 19 25 27 29 33 34 30 8
66,17 19 20 24 22 20
10768,11 11 11 13 27 29 33 34 30 28 48 28
10379,11 11 11 11 11 11 45 27 29 33 34 30 28 46 12 72
5426,61 5 31 29 33 34 30 6 44
7328,11 55 11 45 27 49 33 34 30
12390,5 29 33 83 84 34 30 28 54 12
7274,11 47 27 29 33 34 30 28 14 12
7895,15 89 19 20 16 16 16 16 16 16
7272,11 47 27 29 33 34 30 28 14 10
7155,69 7 51 33 34 30 28 46 12 12
772,27 28 64 28 14
10534,43 5 29 30 28 54 12 12 12 56
137,19 21 23 19 25 27 28
2244,53 54 72 12
530,27 47 27 28 60 58 56
8210,11 11 11 45 27 28 26 20 24 22 20 18 16
3351,55 11 45 27 28 48 28 46 12 56 12 56
8203,11 11 11 45 27 28 26 20 24
7099,39 33 34 52 6 44
4855,27 29 33 34 30 28 54 12 56
8611,11 11 11 45 27 28 26 20 16
3870,27 28 54 12 56 12
8513,27 28 46 12 12 12 12 12 12 12 12 12 12
5733,55 11 55 11 53 27 29 33 34 30 6
5735,55 11 55 11 53 27 29 33 34 30 8
11827,53 27 29 33 83 84 34 50 28 46 12
5770,27 29 33 34 30 28 54 12 78
5288,55 11 11 45 27 29 33 34 30 32 6 44
4029,43 5 29 30 28 54 12 12 12 12
1953,11 11 13 27 29 33 34 30 6
3507,55 11 13 27 28 64 28 14 12
3505,55 11 13 27 28 64 28 14 10
1955,11 11 13 27 29 33 34 30 8
5738,55 11 55 11 53 27 29 33 34 30 28
5736,55 11 55 11 53 27 29 33 34 30 32
12822,11 11 11 45 27 47 27 29 33 83 84 34
6305,43 5 31 29 33 83 84 34 50 28 48 28 46
10631,45 27 51 33 34 30 28 54 12 12
12252,15 15 87 19 25 27 29 33 83 84 34 30
6724,45 27 51 33 83 84 34 42 82
9366,15 19 25 27 29 33 34 30 28 26 20 88 16 16
10487,45 27 28 46 12 12 12 56
5165,11 53 27 29 33 34 30 28 54 12 12 12 12 12
8630,11 11 11 45 27 28 26 20 88
4911,11 53 27 29 33 34 30 28 54 12 56 12 12 12
11854,33 83 84 34 30 28 46 12
7544,11 11 45 27 49 33 34 30 28 54 12 12
10353,11 11 45 27 47 27 29 33 34 30 32
12820,11 11 11 45 27 47 27 29 33 83 84 4
2003,11 11 45 27 47 27 29 33 34 30 28
7017,45 27 28 46 12 12 12 12
11213,29 30 28 46 12 56 12 12 12 12 12
2545,27 29 33 34 30 28 54 12 12
3576,45 63 27 28 64
3761,9 13 27 28 64 28 46 12 56 12
4450,43 5 29 30 28 54 12 78 76 74
4308,45 63 27 28 54
3378,55 11 55 11 45 27 47 27 28 48 28 46 12
7710,17 19 89 90 20 16 16
127,11 13 27 28 26 20 18 16
3472,45 63 64 28 46 12 56 12 56
9005,11 53 27 29 33 34 30 28 64 28 46 12
2002,11 11 45 27 47 27 29 33 34 30 8
2298,67 33 34 68 10
2000,11 11 45 27 47 27 29 33 34 30 6
1881,45 27 47 27 63 27 29 33 34 30
2794,11 11 55 11 45 27 28
7031,11 11 11 11 45 27 28 60 58 56
12086,33 83 84 34 30 28 48 12
6883,43 5 29 33 34 40 38 36
4948,11 53 27 29 33 34 30 28 54 12 56 12 12 56
8943,11 11 11 13 27 29 33 34 30 28
4840,11 55 11 45 27 63 27 29 33 34 30 28 46 12 56
6325,33 83 84 34 52 28 46 12
725,11 11 45 63 64 28 14
2965,55 11 55 11 45 27 28 46
8941,11 11 11 13 27 29 33 34 30 32
3316,55 11 55 11 45 27 28 48
4756,45 27 29 33 34 30 28 14 12 56
4485,55 11 11 45 27 28 46 12
11482,45 27 29 33 34 30 28 48 28 46 12 12 12
4246,5 29 30 32 6 62
1908,27 63 27 29 33 34 30 28 46 12
10731,11 11 11 11 11 53 27 29 33 34 30 28 46
279,5 29 30 32 6 44
12739,25 27 29 33 83 84 34 42 66 66
5182,11 11 11 11 11 53 27 29 33 34 30 28 54
6833,27 51 33 83 84 34 52 28 46 12 56 12
1605,53 27 29 33 34 30 28 64 46 12 12
4365,27 28 48 28 54 12
9989,45 27 49 33 34 50 28 14
3003,47 27 28 48 28 46 12 56
728,11 11 45 63 64 28 48
1772,11 11 13 27 63 27 29 33 34 30 28 48
8143,15 15 15 19 21 23 24 22
4713,45 27 29 33 34 30 28 14 12 12
2604,11 11 53 27 29 33 34 30 6
12775,67 33 83 84 34 30 28 46
4231,43 5 31 29 30 28 64
1769,11 11 13 27 63 27 29 33 34 30 28 14
8323,31 29 30 28 26 20 24 22 20 18 16
2606,11 11 53 27 29 33 34 30 8
1902,27 63 27 29 33 34 30 28 48 12
1629,5 29 33 34 30 6 44 62
11898,5 29 33 83 84 34 52 28 60 58
1556,53 27 47 27 29 33 34 30 28 54 12
4892,11 11 53 27 29 33 34 30 32
5496,11 13 27 29 33 34 30 32 6 62
4780,45 27 29 33 34 30 28 14 10 62
12020,45 27 29 33 83 84 34 30 28 48 28 54
2608,11 11 53 27 29 33 34 30 28
4265,11 11 45 63 64 28 46
1903,27 63 27 29 33 34 30 28 48 28
5913,11 55 11 11 53 27 29 33 34 30 28 48 12 12 12 56 12
12087,33 83 84 34 30 28 48 28
4226,43 5 31 29 30 28 14
10174,55 11 45 27 49 33 34 30 28 46 12 12
12706,15 19 21 23 19 25 27 29 33 83 84 34 52 28 46
4712,45 27 29 33 34 30 28 48 12 56
3933,11 55 11 11 53 27 28
10696,53 27 29 33 34 30 28 46 12 12 56 12
11114,7 29 33 34 30 28 26 20 18
6786,11 45 27 51 33 83 84 34 52 6
6804,11 45 27 51 33 83 84 34 52 8
5510,11 11 45 63 27 29 33 34 30 6 44 62
5018,11 55 11 11 55 11 53 27 29 33 34 30 28 54 12 56 12 12 56
4061,43 5 31 29 30 28 46
4581,11 11 45 27 29 33 34 30 28 46 12 56 12
3099,27 47 27 28 48 28 46 12 56 12 56
1672,31 29 33 34 30 28 64 28 14 12
11579,29 33 83 84 34 50 28 46 12
12112,43 5 29 33 83 84 34 30 28 14 10
1670,31 29 33 34 30 28 64 28 14 10
4511,43 5 31 29 30 28 54
1437,45 27 29 33 34 30 28 48 12 12
4503,43 5 31 29 30 28 48
4383,29 30 28 48 28 54 12
8000,43 5 31 29 30 28 26
8160,19 20 24 22 20 18 16 16
3750,45 27 47 27 63 27 28 64 28 46
4822,45 63 27 29 33 34 30 28 46 12 56
6908,51 33 34 50 28 46 12
8640,11 11 11 11 45 27 28 26 20 88 16 16
12402,33 83 84 34 30 28 54 12
5015,11 55 11 11 55 11 53 27 29 33 34 30 28 54 12 56 12 12 12
9586,55 11 13 27 28 46 12 56 12 12
3737,45 27 47 27 63 27 28 14 10
3739,45 27 47 27 63 27 28 14 12
6704,11 11 45 27 51 33 83 84 34 80
11377,11 11 11 11 11 11 45 27 47 27 28 14 10
11380,11 11 11 11 11 11 45 27 47 27 28 14 12
3059,55 11 47 27 28 48 28 46 12 56 12
6221,29 33 83 84 34 30 32
6309,29 33 83 84 34 50 28 48 12
1,1 2
11778,11 11 55 11 45 27 29 33 83 84 4 2
12370,29 33 83 84 34 30 28
5180,11 11 11 11 11 53 27 29 33 34 30 32 6
12134,5 31 29 33 83 84 34 30 28 26 20 88
8166,15 15 15 19 21 23 19 20
4356,61 5 31 29 30 28 64 28 46 12 12
6310,29 33 83 84 34 50 28 48 28
9458,11 11 47 27 28 26 20 88 16 16
9465,11 47 27 28 26 20 88 16 16 16
6220,29 33 83 84 34 30 8
6219,29 33 83 84 34 30 6
6821,11 45 27 51 33 83 84 34 52 28
12731,53 27 47 27 29 33 83 84 34 42 66 66
10471,9 13 27 28 60 58
5893,11 53 27 29 33 34 30 28 48 12 12 12
264,37 38 36
1185,27 47 27 49 33 34 30 28 48 28 54
10472,9 13 27 28 60 58 56
5261,61 43 5 31 29 33 34 30 8
5259,61 43 5 31 29 33 34 30 6
5023,11 11 55 11 53 27 29 33 34 30 28 54 12 56 12 12 56
6371,11 55 11 45 27 29 33 83 84 34 30 6 44
12605,43 5 51 33 83 84 34 52 6 44
11409,5 29 30 28 48 28 46 12 12 12 12 12 12 12 12
7156,69 7 51 33 34 30 28 46 12
7719,15 89 90 20 88 16
10893,11 11 45 27 47 27 28 46 12 12
3219,11 55 11 13 14
8295,5 29 30 28 26 20 24 22 20 88
7268,47 27 29 33 34 30 28 14 10
2,3 4
271,37 39 40
2190,27 28 54 12 12 12
7270,47 27 29 33 34 30 28 14 12
12758,11 11 11 11 55 11 45 27 29 33 83 84 34
2090,11 12 12 12 56 12
5366,27 63 27 29 33 34 30 32 6
2821,55 56 12 12 56 12
12748,15 87 19 25 27 29 33 83 84 34 42 66 66
7458,57 59 27 51 33 34 30 28 54 12 12
5773,53 27 29 33 34 30 28 54 12 78
9093,11 11 11 11 45 27 63 27 29 33 34 30 8
3506,55 11 13 27 28 64 28 14
9091,11 11 11 11 45 27 63 27 29 33 34 30 6
2833,11 11 12 56 12 12 56
6872,29 33 34 40 38
12319,3 83 84 34 30 28 48 28 54 12
1474,11 11 47 27 29 33 34 30 6 44
11293,11 13 27 28 14 12 12 12 12
780,9 13 27 28 64 14
4357,61 5 31 29 30 28 64 28 46 12
2819,11 55 11 11 12
784,9 13 27 28 64 12
7338,55 11 45 27 49 33 34 52 8 70
2081,11 11 11 12 12
5,5 6
2818,11 11 11 12 56
2904,55 11 11 13 27 28 46 12 56
785,9 13 27 28 64 28
2018,11 45 27 47 27 29 33 34 30 6 44
7287,9 13 27 29 33 34
4865,11 55 11 45 27 29 33 34 30 28 54 12
3676,55 11 11 47 27 63 27 28 64 28 46 12 56 12
783,9 13 27 28 64 46
12803,11 11 11 11 11 11 11 45 27 47 27 29 33 83 84 34
894,7 29 30 28 64 46 12 12
3930,27 28 54 12 12 56
11871,7 51 33 83 84 34 40 38
11629,45 27 51 33 83 84 34 30 6
9802,11 11 11 11 11 11 45 27 28 48 28 46 12 12
11441,11 11 53 27 29 33 34 30 28 14 12 12 12 12
8346,11 11 11 13 14
2757,55 11 11 55 11 12
2335,67 33 34 50 28 48 12 12 12
2920,11 55 56 12 12 12 56
12801,11 11 11 11 11 11 11 45 27 47 27 29 33 83 84 4
2901,11 11 13 27 28 46 12 56 12
3877,5 29 30 28 54 12 56
7890,19 89 19 20 16 16 16 16
1746,9 13 27 63 27 29 33 34 30 28 14 10
6302,43 5 31 29 33 83 84 34 50 28 48 12 12
10046,45 27 49 33 34 50 28 46
6,7 8
2947,11 12 56 12 56 12
7263,11 55 11 45 27 29 33 34 30 28 48 12
8260,9 13 27 28 26 20 24 22 20 18 16 16 16
3367,11 55 11 11 47 27 28 48 12 12 56
691,13 63 64 46 12 12
4896,11 11 53 27 29 33 34 30 28 54 12 12
10144,11 11 55 11 45 27 49 33 34 52 28
1778,9 13 27 63 27 29 33 34 30 28 14 12
4446,5 29 30 28 54 12 78
11187,11 55 56 12 12 12 12
5626,11 11 11 45 27 63 27 29 33 34 30 28 48 28 46 12 56
7336,55 11 45 27 49 33 34 52 6 44
7264,11 55 11 45 27 29 33 34 30 28 48 28
5014,11 11 55 11 53 27 29 33 34 30 28 54 12 56 12 12 56 12
10142,11 11 55 11 45 27 49 33 34 52 6
8031,15 15 15 17 19 89 90 20 16
6386,45 27 29 33 83 84 4 2
9060,27 63 27 29 33 34 30 28 26
11251,27 29 33 34 30 28 46 12 56 12 12 12 12 12
10038,55 11 45 27 49 33 34 50 28 46 12 12 12
12756,11 11 11 11 55 11 45 27 29 33 83 84 4
8390,13 63 64 28 46 12 12 12 12
7333,11 55 11 45 27 49 33 34 30 28 46
9094,11 11 11 11 45 27 63 27 29 33 34 30 32
9419,15 87 19 25 27 29 33 34 30 28 26 20
3755,27 63 27 28 64 28 46 12 56
9097,11 11 11 11 45 27 63 27 29 33 34 30 28
12607,43 5 51 33 83 84 34 52 8 70
1741,27 63 27 29 33 34 30 28 14
8257,9 13 27 28 26 20 24 22 20 18
3778,55 11 13 27 28 64 28 46
5262,61 43 5 31 29 33 34 30 32
5368,27 63 27 29 33 34 30 28 54
7169,57 59 27 29 33 34 30 28 46 12 56 12 12 12
7,9 10
10016,11 11 55 11 45 27 49 33 34 50 28
5266,61 43 5 31 29 33 34 30 28
10015,11 11 55 11 45 27 49 33 34 50 6 44
8029,15 15 15 17 19 89 90 20 88
2828,11 11 11 12 56 12 12 56 12
5593,27 63 27 29 33 34 30 28 64
8658,5 29 30 28 26 20 88 16 16 16
5012,11 11 55 11 53 27 29 33 34 30 28 54 12 56 12 12 12
8217,11 11 45 27 28 26 20 24 22 20
4832,27 63 27 29 33 34 30 28 46
10014,11 11 55 11 45 27 49 33 34 50 6
8453,13 27 28 64 28 46 12 12 12 12
1901,27 63 27 29 33 34 30 28 48
6712,11 45 27 51 33 83 84 34 42 82
5789,11 53 27 29 33 34 30 28 48 12 12 56
9028,13 27 29 33 34 30 32 6 44
9829,11 11 45 27 28 48 28 46 12 12
243,15 19 21 23 19 25 27 29 33 34 30 32
1529,55 57 59 27 29 33 34 30 28 60
8848,15 19 21 23 19 25 27 29 33 34 30 28
1573,55 57 59 27 29 33 34 30 28 64
6126,1 3 83 84 34 30 28 26
8975,11 55 11 11 13 27 29 33 34 30 6 44
6124,1 3 83 84 34 30 28 14
7054,9 13 27 28 54 12
3113,55 11 45 27 47 27 28 48 28 46 12 56 12 56
8,11 12
242,15 19 21 23 19 25 27 29 33 34 30 8
1525,55 57 59 27 29 33 34 30 28 48
11472,13 27 29 33 34 30 28 48 28 46 12 12 12
241,15 19 21 23 19 25 27 29 33 34 30 6
1533,55 57 59 27 29 33 34 30 28 46
6780,7 51 33 83 84 34 52 6
1568,55 57 59 27 29 33 34 30 28 54
11182,55 57 59 27 29 33 34 30 28 26
11440,11 11 11 53 27 29 33 34 30 28 14 12 12 12
306,37 39 33 34 40 38 36
11914,33 83 84 34 52 28 60 58
2495,53 27 29 33 34 30 28 46 12 12 12 12
5650,55 11 45 27 47 27 29 33 34 30 28 48 28 46 12
12697,15 19 21 23 19 25 27 29 33 83 84 34 52 6 44
5499,13 27 29 33 34 30 32 6 62
8296,5 29 30 28 26 20 24 22 20 88 16
5960,11 55 11 53 27 29 33 34
9187,15 87 19 25 27 29 33 34 30 28 64 46 12
5492,11 11 13 27 29 33 34 30 32
12254,15 15 87 19 25 27 29 33 83 84 34 30 6 44
1572,55 57 59 27 29 33 34 30 28 14
7204,11 55 11 45 27 29 33 34 30 28 60 58
11754,11 13 27 29 33 83 84 34 50 28 46
9607,55 11 13 27 29 33 34 30 28 54 12 12 56
819,9 13 27 63 27 28
2197,5 29 30 28 54 12 12
4216,61 43 5 31 29 30 28 64 14 10
12207,9 13 27 29 33 83 84 34 30 6 44
210,15 19 25 27 29 33 34 30
2415,11 55 11 11 11 11 47 27 49 33 34 30
12196,33 83 84 34 30 28 26 20 18 16
1956,11 11 13 27 29 33 34 30 28
12,13 14
8255,9 13 27 28 26 20 24 22 20 88
12106,1 3 83 84 34 30 28 54
8342,43 5 31 29 30 28 26 20 24 22 20 18 16 16
3786,11 45 63 27 28 64 46 12
10892,11 11 45 27 47 27 28 46 12 12 12
